price_history_id,property_id,change_date,new_price
328,154,2015-04-13,8670390
329,155,2015-01-01,11017585
330,155,2019-04-29,10182549
331,155,2020-06-14,8712143
332,156,2015-01-01,8180142
333,157,2015-01-01,4344664
334,158,2015-01-01,2732002
335,159,2015-01-01,11250166
336,159,2015-04-15,11504964
337,160,2015-01-01,13800428
338,161,2015-01-01,16934702
339,162,2015-01-01,19325932
340,162,2016-01-16,21795465
341,163,2015-01-01,6698724
342,164,2015-01-01,6081698
343,164,2017-10-21,5246796
344,164,2024-12-10,5163311
345,165,2015-01-01,8933801
346,165,2018-08-02,10461794
347,166,2015-01-01,5548033
348,167,2015-01-01,13092714
349,168,2015-01-01,19243590
350,168,2016-10-29,16433844
351,169,2015-01-01,16597654
352,169,2024-10-12,16185955
353,170,2015-01-01,3011000
354,171,2015-01-01,9166981
355,172,2015-01-01,19894024
356,172,2015-10-25,17116793
357,172,2021-01-14,17708314
358,172,2023-01-12,19410691
359,173,2015-01-01,4002290
360,174,2015-01-01,2161227
361,174,2024-07-12,1985445
362,175,2015-01-01,4138151
363,176,2015-01-01,19137373
364,176,2019-02-18,20602313
365,176,2023-06-13,23636987
366,177,2015-01-01,16858294
367,177,2015-04-04,18747002
368,177,2020-10-27,19651464
369,178,2015-01-01,7228973
370,179,2015-01-01,9518994
371,179,2018-03-20,11601937
372,180,2015-01-01,10372683
373,180,2015-06-17,12104286
374,180,2024-11-24,15124516
375,181,2015-01-01,4723177
376,181,2015-08-24,5048429
377,182,2015-01-01,3295212
378,182,2019-01-30,2809219
379,183,2015-01-01,9617963
380,183,2019-08-15,9741312
381,184,2015-01-01,5855317
382,184,2025-10-04,6756043
383,184,2025-10-14,6534811
384,185,2015-01-01,5420616
385,186,2015-01-01,5839377
386,187,2015-01-01,14331558
387,188,2015-01-01,12486394
388,189,2015-01-01,10055606
389,189,2018-03-02,9118085
390,189,2018-07-23,10422220
391,190,2015-01-01,1571017
392,190,2025-08-05,1527085
393,191,2015-01-01,15967880
394,191,2017-09-15,16603148
395,191,2021-08-10,15310058
396,192,2015-01-01,1758462
397,193,2015-01-01,7128098
398,193,2017-06-02,7842361
399,194,2015-01-01,11596700
400,195,2015-01-01,5380530
401,195,2015-06-06,4743266
402,196,2015-01-01,16623570
403,196,2020-08-17,16125580
404,197,2015-01-01,19696239
405,198,2015-01-01,5494164
406,199,2015-01-01,12574480
407,199,2021-03-13,12494457
408,199,2021-04-03,13319340
409,200,2015-01-01,4756309
410,200,2020-11-21,4292879
411,201,2015-01-01,4566857
412,201,2021-07-05,4083574
413,202,2015-01-01,19019537
414,202,2017-07-06,22569295
415,203,2015-01-01,6728732
416,203,2020-02-17,7174154
417,203,2023-08-04,7259105
418,204,2015-01-01,10580990
419,204,2023-06-21,12389635
420,204,2025-04-29,14916605
421,205,2015-01-01,9566421
422,205,2021-04-27,9769075
423,206,2015-01-01,18236748
424,206,2021-07-17,16426945
425,207,2015-01-01,16556135
426,207,2020-11-14,14462031
427,208,2015-01-01,1324525
428,208,2022-07-13,1268489
429,209,2015-01-01,16307079
430,210,2015-01-01,18152080
431,210,2018-09-26,18611850
432,210,2024-04-17,20713866
433,211,2015-01-01,3971941
434,211,2018-11-26,3550177
435,211,2019-02-18,3063843
436,211,2025-02-09,2961603
437,212,2015-01-01,5383198
438,213,2015-01-01,11092352
439,214,2015-01-01,14544713
440,214,2025-03-31,16587370
441,215,2015-01-01,18753197
442,215,2018-07-13,21705212
443,215,2019-12-03,26631319
444,215,2024-11-15,24784170
445,216,2015-01-01,5290187
446,216,2015-07-03,6158672
447,216,2016-03-21,7648202
448,217,2015-01-01,10348348
449,217,2024-11-02,10906585
450,218,2015-01-01,10073756
451,218,2020-12-21,12393072
452,219,2015-01-01,17917127
453,220,2015-01-01,8516241
454,220,2016-05-08,9036699
455,221,2015-01-01,11689137
456,222,2015-01-01,7291176
457,223,2015-01-01,1326429
458,224,2015-01-01,6586803
459,225,2015-01-01,17497639
460,225,2024-03-06,20070097
461,226,2015-01-01,1488043
462,226,2023-08-02,1460575
463,227,2015-01-01,7983929
464,227,2021-01-05,6792657
465,227,2023-08-26,5829787
466,228,2015-01-01,19406073
467,228,2022-07-27,18425420
468,229,2015-01-01,10787519
469,229,2022-06-26,13458784
470,229,2024-04-21,13881050
471,230,2015-01-01,4732255
472,230,2024-01-11,4028774
473,231,2015-01-01,18484955
474,231,2018-03-06,21465801
475,232,2015-01-01,4019271
476,233,2015-01-01,4996700
477,233,2024-01-03,4252491
478,234,2015-01-01,4098593
479,234,2015-04-04,4718248
480,235,2015-01-01,6109270
481,235,2020-10-14,5532221
482,235,2024-08-17,5796599
483,236,2015-01-01,16325863
484,236,2018-01-24,17677463
485,236,2023-03-16,18787130
486,237,2015-01-01,16429372
487,237,2019-02-14,18024834
488,237,2023-09-03,18120038
489,238,2015-01-01,19179020
490,238,2022-08-01,18886259
491,238,2025-04-11,20157883
492,239,2015-01-01,3758190
493,239,2015-03-17,4497201
494,239,2018-05-18,4807711
495,239,2023-10-27,5009690
496,240,2015-01-01,9657487
497,240,2016-03-18,8365819
498,241,2015-01-01,1773686
499,241,2024-07-17,2086518
500,241,2024-07-26,2585146
501,241,2025-04-01,2729965
502,242,2015-01-01,8352382
503,243,2015-01-01,4984276
504,243,2021-02-23,5678112
505,243,2022-05-09,5381302
506,244,2015-01-01,15954177
507,245,2015-01-01,4225295
508,245,2025-09-26,3735436
509,246,2015-01-01,4102674
510,246,2025-12-12,4398552
511,247,2015-01-01,13394336
512,247,2025-01-04,13151770
513,248,2015-01-01,5748677
514,248,2019-12-22,7100427
515,248,2023-11-22,6913106
516,249,2015-01-01,1609721
517,250,2015-01-01,9716576
518,250,2021-11-16,10842652
519,250,2025-10-20,9512968
520,251,2015-01-01,7826759
521,251,2015-04-21,7401526
522,252,2015-01-01,14853717
523,252,2022-09-02,15278400
524,253,2015-01-01,13584986
525,253,2019-12-22,14846811
526,253,2020-10-22,14106744
527,253,2022-02-20,15274808
528,254,2015-01-01,10171709
529,254,2017-09-04,10403389
530,254,2026-05-21,9459884
531,255,2015-01-01,2800816
532,256,2015-01-01,19472937
533,257,2015-01-01,1537943
534,257,2020-06-07,1741775
535,257,2021-06-01,1856087
536,258,2015-01-01,4073658
537,258,2025-11-22,3710625
538,259,2015-01-01,5622887
539,259,2022-12-16,5934032
540,260,2015-01-01,10696759
541,260,2015-01-23,9731020
542,260,2017-08-30,11738268
543,260,2018-07-23,10638337
544,261,2015-01-01,18813324
545,261,2022-08-12,22668118
546,262,2015-01-01,17672548
547,263,2015-01-01,11897193
548,263,2016-09-09,12337717
549,263,2024-02-02,14384142
550,263,2025-11-13,14289269
551,264,2015-01-01,7464375
552,264,2023-08-20,6821750
553,265,2015-01-01,8458116
554,265,2022-08-11,8726860
555,266,2015-01-01,1282570
556,267,2015-01-01,6350937
557,267,2021-01-25,7919593
558,268,2015-01-01,19790941
559,268,2020-08-01,21189451
560,268,2022-09-09,20825124
561,268,2023-11-08,22274153
562,269,2015-01-01,15048331
563,269,2015-11-29,16573279
564,269,2024-05-24,19299926
565,269,2024-11-11,23928456
566,270,2015-01-01,12608208
567,270,2015-07-17,12163716
568,271,2015-01-01,14340663
569,272,2015-01-01,2063915
570,273,2015-01-01,6801327
571,274,2015-01-01,9875220
572,274,2026-04-22,8486889
573,275,2015-01-01,3860617
574,276,2015-01-01,9130337
575,276,2017-04-01,9434491
576,277,2015-01-01,1994040
577,278,2015-01-01,6898232
578,279,2015-01-01,5266522
579,279,2015-08-03,6562518
580,280,2015-01-01,15334980
581,281,2015-01-01,4005514
582,282,2015-01-01,9874877
583,282,2020-10-22,11219164
584,282,2023-04-06,9588024
585,282,2026-04-12,10970342
586,283,2015-01-01,15603767
587,283,2015-10-11,14663723
588,283,2017-02-27,17243932
589,284,2015-01-01,9675458
590,284,2019-04-16,11031593
591,285,2015-01-01,11249587
592,285,2021-10-23,13584252
593,286,2015-01-01,15757440
594,286,2024-12-16,14772682
595,287,2015-01-01,11061154
596,287,2015-10-20,13677749
597,288,2015-01-01,4592704
598,288,2022-11-15,4515356
599,289,2015-01-01,1229632
600,289,2019-11-22,1398917
601,290,2015-01-01,7877243
602,290,2015-05-10,7669685
603,290,2018-07-17,9112642
604,290,2024-11-19,8691539
605,291,2015-01-01,12734734
606,291,2025-10-07,12973412
607,292,2015-01-01,17480897
608,292,2019-06-02,18597982
609,292,2021-10-14,17022226
610,292,2024-01-25,16633100
611,293,2015-01-01,4407680
612,293,2019-04-12,3969058
613,293,2023-03-02,4102175
614,294,2015-01-01,7149617
615,294,2023-06-03,8899458
616,295,2015-01-01,18092223
617,295,2018-03-27,18405620
618,296,2015-01-01,13999887
619,296,2015-09-15,17118402
620,296,2017-11-08,19913300
621,296,2025-06-11,24514893
622,297,2015-01-01,5362814
623,298,2015-01-01,3569880
624,298,2017-07-15,3921729
625,298,2020-01-25,4026721
626,298,2025-09-14,5029841
627,299,2015-01-01,19313257
628,299,2019-05-07,23031130
629,300,2015-01-01,10045016
630,300,2015-03-22,9717354
631,300,2019-07-29,10075269
632,301,2015-01-01,3701789
633,301,2023-02-16,4002642
634,302,2015-01-01,7969037
635,302,2019-01-03,6890027
636,303,2015-01-01,4652503
637,303,2016-09-21,4519084
638,303,2025-10-23,4863664
639,304,2015-01-01,11111197
640,304,2016-05-16,10002539
641,304,2023-03-26,9755304
642,304,2024-10-07,9352898
643,305,2015-01-01,8028811
644,305,2024-03-18,7811193
645,306,2015-01-01,15068572
646,306,2025-08-14,17352364
647,306,2026-02-07,18550952
648,307,2015-01-01,4706518
649,308,2015-01-01,12283631
650,308,2015-01-03,12567744
651,308,2017-01-20,11953321
652,309,2015-01-01,12954784
653,310,2015-01-01,9616036
654,310,2016-02-24,8835473
655,311,2015-01-01,14410680
656,311,2018-01-28,13842393
657,312,2015-01-01,10497746
658,312,2015-12-26,9292358
659,313,2015-01-01,5151515
660,314,2015-01-01,17544268
661,314,2018-05-02,18749222
662,314,2021-10-06,16539122
663,315,2015-01-01,5924170
664,315,2023-04-23,5041519
665,316,2015-01-01,15396008
666,317,2015-01-01,8561400
667,317,2018-01-22,9286582
668,318,2015-01-01,10646906
669,318,2025-05-21,12729441
670,319,2015-01-01,6998529
671,319,2016-03-23,7427497
672,319,2026-01-15,7137014
673,320,2015-01-01,15085326
674,320,2021-09-19,18814855
675,321,2015-01-01,14594632
676,322,2015-01-01,1613594
677,322,2025-07-09,1435026
678,323,2015-01-01,4380827
679,323,2017-02-17,4042180
680,323,2019-04-20,3696165
681,323,2025-09-20,4440073
682,324,2015-01-01,11435498
683,325,2015-01-01,10360542
684,326,2015-01-01,7257502
685,327,2015-01-01,1983399
686,328,2015-01-01,14470379
687,329,2015-01-01,18713135
688,329,2022-05-18,22072484
689,330,2015-01-01,9043583
690,330,2016-05-27,8050525
691,331,2015-01-01,17952920
692,331,2025-11-12,22351057
693,332,2015-01-01,7799327
694,333,2015-01-01,7766064
695,334,2015-01-01,15989496
696,334,2021-09-03,17378834
697,335,2015-01-01,2660899
698,336,2015-01-01,10261777
699,337,2015-01-01,1443131
700,338,2015-01-01,16933116
701,338,2022-01-23,16023481
702,338,2026-04-08,18428364
703,339,2015-01-01,17655815
704,339,2019-09-03,19172054
705,339,2022-02-24,19874784
706,340,2015-01-01,19615189
707,340,2023-03-23,22798140
708,341,2015-01-01,4521949
709,341,2015-07-01,5214115
710,341,2016-02-16,6275930
711,342,2015-01-01,6220669
712,342,2023-04-25,7626308
713,342,2024-10-01,8568135
714,343,2015-01-01,2708878
715,343,2018-09-28,2582503
716,343,2020-11-23,2796163
717,344,2015-01-01,10559501
718,344,2018-02-10,11662472
719,344,2022-07-15,13745275
720,345,2015-01-01,12027890
721,345,2020-10-23,14656053
722,345,2022-02-24,16143269
723,346,2015-01-01,3585077
724,347,2015-01-01,15681725
725,347,2021-03-28,15447735
726,348,2015-01-01,6558240
727,348,2015-06-04,5633879
728,348,2017-04-19,6867977
729,349,2015-01-01,19727121
730,349,2024-04-01,23611220
731,350,2015-01-01,15886107
732,350,2019-03-21,13525197
733,351,2015-01-01,5617150
734,351,2016-10-23,6119872
735,351,2018-04-12,5339559
736,352,2015-01-01,8606709
737,352,2015-03-13,10570737
738,353,2015-01-01,4549509
739,353,2026-01-30,4872569
740,354,2015-01-01,18179389
741,355,2015-01-01,16769967
742,355,2015-02-02,15291719
743,355,2016-04-12,18464795
744,355,2021-07-28,20694205
745,356,2015-01-01,13891521
746,357,2015-01-01,17455429
747,357,2016-05-12,18575884
748,357,2025-10-24,19394446
749,358,2015-01-01,8606287
750,359,2015-01-01,15066867
751,359,2023-12-06,13445927
752,360,2015-01-01,1234012
753,361,2015-01-01,10623275
754,361,2018-10-06,11892698
755,362,2015-01-01,19422758
756,362,2018-01-13,19243276
757,363,2015-01-01,17794036
758,364,2015-01-01,6694738
759,364,2016-07-16,7482386
760,365,2015-01-01,10836824
761,366,2015-01-01,5528286
762,367,2015-01-01,14262770
763,367,2017-09-10,13049118
764,367,2020-08-15,15393994
765,367,2024-09-04,15490687
766,368,2015-01-01,2276794
767,368,2015-10-18,2285401
768,368,2016-01-05,2554063
769,369,2015-01-01,13832110
770,369,2023-05-17,16443147
771,370,2015-01-01,9710113
772,370,2020-01-09,10087486
773,371,2015-01-01,14050444
774,371,2016-03-07,15777188
775,371,2021-07-09,15660482
776,372,2015-01-01,15660960
777,372,2021-06-04,14053482
778,373,2015-01-01,13236533
779,373,2019-07-23,16225887
780,374,2015-01-01,5765989
781,375,2015-01-01,2842766
782,375,2015-08-23,3370075
783,375,2018-08-02,4070577
784,376,2015-01-01,5871822
785,376,2024-05-09,5001410
786,377,2015-01-01,1323672
787,378,2015-01-01,13213097
788,379,2015-01-01,18538288
789,379,2015-05-31,22377849
790,379,2021-06-05,20422389
791,380,2015-01-01,8109556
792,380,2017-07-10,9147054
793,380,2020-01-19,10043475
794,381,2015-01-01,8453492
795,381,2024-06-18,8161198
796,382,2015-01-01,10825909
797,382,2026-04-15,10156394
798,383,2015-01-01,1342889
799,383,2019-01-01,1199004
800,384,2015-01-01,15263532
801,384,2016-08-22,17916270
802,385,2015-01-01,1519096
803,385,2021-10-07,1430157
804,386,2015-01-01,5944584
805,387,2015-01-01,3391365
806,387,2023-05-08,3858959
807,388,2015-01-01,19456598
808,388,2017-03-23,21972615
809,388,2017-05-21,22229957
810,388,2018-08-11,25957368
811,389,2015-01-01,8754039
812,389,2020-02-12,10717458
813,390,2015-01-01,12072789
814,391,2015-01-01,19453280
815,392,2015-01-01,1105369
816,392,2021-07-01,1302206
817,393,2015-01-01,10265629
818,393,2019-04-16,10452919
819,393,2019-10-11,12099075
820,393,2023-01-25,11036621
821,394,2015-01-01,17963924
822,394,2015-08-25,19474386
823,394,2016-12-19,19859872
824,395,2015-01-01,5103018
825,395,2021-06-24,4841298
826,396,2015-01-01,12306502
827,396,2015-10-27,14225914
828,397,2015-01-01,4730148
829,398,2015-01-01,3562217
830,398,2016-01-16,4321122
831,398,2021-09-10,4242504
832,398,2022-04-26,3773250
833,399,2015-01-01,8858790
834,399,2022-09-23,10241033
835,400,2015-01-01,17701736
836,400,2025-12-15,17463585
837,401,2015-01-01,9710641
838,402,2015-01-01,2530566
839,402,2019-01-12,2973008
840,402,2023-05-12,3076301
841,403,2015-01-01,8619632
842,403,2022-09-16,7391716
843,403,2023-12-28,7157060
844,404,2015-01-01,10822012
845,404,2024-01-17,12393999
846,405,2015-01-01,13408822
847,405,2017-10-19,13665474
848,405,2025-07-10,14144180
849,406,2015-01-01,5742799
850,407,2015-01-01,3169557
851,407,2016-03-25,2728755
852,408,2015-01-01,7830816
853,409,2015-01-01,17778566
854,409,2019-05-08,17683655
855,410,2015-01-01,9844090
856,410,2017-01-29,10260236
857,410,2024-03-30,12804396
858,411,2015-01-01,8713497
859,411,2017-01-02,9925231
860,412,2015-01-01,8264971
861,413,2015-01-01,11671992
862,413,2015-09-02,10986943
863,414,2015-01-01,1535050
864,414,2016-01-08,1850451
865,414,2022-10-23,1792351
866,415,2015-01-01,3445982
867,415,2017-09-27,3622767
868,415,2025-05-06,3549322
869,416,2015-01-01,16402113
870,416,2015-06-07,16456716
871,417,2015-01-01,6435739
872,417,2023-07-28,6325895
873,418,2015-01-01,14234781
874,418,2026-03-29,14393223
875,419,2015-01-01,5949297
876,419,2019-05-18,5499379
877,419,2023-01-05,5809971
878,420,2015-01-01,11074965
879,420,2015-10-16,11401432
880,420,2024-01-26,11645927
881,420,2025-07-23,10533073
882,421,2015-01-01,15942444
883,421,2016-10-12,15956772
884,422,2015-01-01,7941553
885,423,2015-01-01,3268205
886,423,2016-08-13,3701447
887,423,2026-02-23,4542532
888,424,2015-01-01,7987570
889,424,2016-01-14,9878691
890,424,2022-10-05,9980981
891,425,2015-01-01,15011289
892,425,2020-11-12,14910020
893,426,2015-01-01,5207066
894,427,2015-01-01,18750758
895,427,2021-08-24,19717919
896,428,2015-01-01,16944511
897,428,2019-08-14,17157584
898,429,2015-01-01,2013664
899,429,2022-11-29,2128050
900,429,2025-11-06,2605692
901,430,2015-01-01,14199787
902,430,2022-04-16,13397532
903,431,2015-01-01,2930533
904,431,2020-08-19,3405481
905,432,2015-01-01,8895929
906,433,2015-01-01,12638459
907,433,2024-03-05,14217276
908,433,2025-09-18,17450797
909,434,2015-01-01,5858354
910,434,2021-04-20,6333373
911,435,2015-01-01,3812129
912,435,2021-03-15,3739503
913,435,2022-08-27,4455624
914,435,2022-09-25,4551980
915,436,2015-01-01,9635983
916,436,2015-05-13,9401908
917,436,2025-01-30,10555753
918,437,2015-01-01,11793421
919,437,2018-10-31,10296944
920,438,2015-01-01,16894398
921,438,2018-10-29,20319472
922,439,2015-01-01,17770889
923,439,2021-10-11,17552391
924,439,2025-09-09,16034356
925,440,2015-01-01,3582833
926,440,2022-11-05,4281707
927,441,2015-01-01,9094673
928,441,2020-06-12,9647515
929,441,2025-10-09,8768289
930,442,2015-01-01,7070925
